id,Name,Column Description,Primary Key,Foreign Key,Data Type,Unique,Nullable,Column SEQ #,Precision,Scale,File ID,Indexable,Default value,File Name and Extension,type,source_name
00000000000000000000000000011bb9,RECORD_ID,The Unique Identifier of this record,1.0,,varchar,0.0,0.0,1.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bba,payment_instrument_id,The Unique Identifier of the Payment Instrument related to this event,0.0,,varchar,0.0,0.0,2.0,36.0,,00000000000000000000000000000ea1,1.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bbb,event_id,The Unique Identifier of this event,0.0,,varchar,0.0,0.0,3.0,36.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bbc,event_name,The name of the event,0.0,,varchar,0.0,0.0,4.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bbd,event_source,The PIM Service from which this event was raised,0.0,,varchar,0.0,0.0,5.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bbe,service_event_time,The moment the event was raised inside PIM,0.0,,timestamp,0.0,0.0,6.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bbf,requester_type,The Type of Requester which initiated the process,0.0,,varchar,0.0,0.0,7.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc0,requester_source,The source from which the Requester initiated the process,0.0,,varchar,0.0,0.0,8.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc1,trace_id,The trace Id related to the transaction,0.0,,varchar,0.0,0.0,9.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc2,requires_communication,Boolean stating if we also inform the customer of this eventthrough ECM,0.0,,varchar,0.0,1.0,10.0,10.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc3,geo_profile,The geo profile of the Payment Instrument,0.0,,varchar,0.0,0.0,11.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc4,previous_geo_profile,The previous geo profile of the Payment Instrument,0.0,,varchar,0.0,1.0,12.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc5,temporary_geo_profile_id,The unique Identifier of a Payment Instruments temporary geo profile,0.0,,bigint,0.0,1.0,13.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc6,geo_profile_start_date,The first date on which a temporary geo profile starts,0.0,,date,0.0,1.0,14.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc7,geo_profile_end_date,The last date on which a temporary geo profile ends,0.0,,date,0.0,1.0,15.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc8,RECORD_ID,The Unique Identifier of this record,1.0,,varchar,0.0,0.0,1.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bc9,payment_instrument_id,The Unique Identifier of the Payment Instrument related to this event,0.0,,varchar,0.0,0.0,2.0,36.0,,00000000000000000000000000000ea1,1.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bca,event_id,The Unique Identifier of this event,0.0,,varchar,0.0,0.0,3.0,36.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bcb,event_name,The name of the event,0.0,,varchar,0.0,0.0,4.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bcc,event_source,The PIM Service from which this event was raised,0.0,,varchar,0.0,0.0,5.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bcd,service_event_time,The moment the event was raised inside PIM,0.0,,timestamp,0.0,0.0,6.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bce,requester_type,The Type of Requester which initiated the process,0.0,,varchar,0.0,0.0,7.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bcf,requester_source,The source from which the Requester initiated the process,0.0,,varchar,0.0,0.0,8.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd0,trace_id,The trace Id related to the transaction,0.0,,varchar,0.0,0.0,9.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd1,previous_payment_instrument_id,The Unique Identifier of the previous Payment Instrument for which this instrument is reissued,0.0,,varchar,0.0,1.0,10.0,36.0,,00000000000000000000000000000ea1,1.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd2,payment_arrangement_id,The Unique Identifier of the Payment Arrangement related to this event,0.0,,varchar,0.0,0.0,11.0,36.0,,00000000000000000000000000000ea1,1.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd3,card_sequence_number,The three digit number on the card.,0.0,,varchar,0.0,0.0,12.0,3.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd4,payment_arrangement_start_date,The first day this Payment Arrangement is created,0.0,,date,0.0,1.0,13.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd5,payment_arrangement_end_date,This last day this Payment Arrangement has been active,0.0,,date,0.0,1.0,14.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd6,payment_instrument_start_date,The first day this Payment Instrument is created,0.0,,date,0.0,1.0,15.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd7,payment_instrument_end_date,This day this Payment Instrument has been a terminated,0.0,,date,0.0,1.0,16.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd8,plastic_card_usage_id,The unique ID for a plastic card along with its instrument usage type,0.0,,bigint,0.0,1.0,17.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bd9,payment_scheme,"Indicates the brand used (e.g. Maestro, VISA)",0.0,,varchar,0.0,1.0,18.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bda,contactless_indicator,Whether the card has the ability to pay contactlessly,0.0,,varchar,0.0,1.0,19.0,10.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bdb,service_code,Code which identifies the instrument type (e.g. a card or a token),0.0,,varchar,0.0,1.0,20.0,3.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bdc,employee_card_name,A more meaningful name (for an employee) for the type of card,0.0,,varchar,0.0,1.0,21.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bdd,card_name_party,Product description for a card,0.0,,varchar,0.0,1.0,22.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bde,card_item_code,"Technical identifcation of the card, specific to Equens",0.0,,varchar,0.0,1.0,23.0,6.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011bdf,code_application_set_ui,"Technical identifcation of the card, specific to Equens (profile id)",0.0,,varchar,0.0,1.0,24.0,8.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be0,Card_type,Code indicating whether the card is a debit card,0.0,,varchar,0.0,1.0,25.0,3.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be1,chip_type_number,the number of the chip type as used by Equens,0.0,,varchar,0.0,1.0,26.0,2.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be2,chip_version,A two digit number dicating the chip types version,0.0,,varchar,0.0,1.0,27.0,2.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be3,card_order_priority,"The card order priorty, 50 is normal",0.0,,int,0.0,1.0,28.0,,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be4,reissue_reason,The reason the card was reissued,0.0,,varchar,0.0,1.0,29.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011be5,instrument_product_id,The product&contract ID related to the card,0.0,,varchar,0.0,1.0,30.0,255.0,,00000000000000000000000000000ea1,0.0,,PIM_GENERAL_EVENTS.csv,F,PIM
00000000000000000000000000011b69,RECORD_ID,The Unique Identifier of this record,1.0,,varchar,0.0,0.0,1.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6a,payment_instrument_id,The Unique Identifier of the Payment Instrument related to this event,0.0,,varchar,0.0,0.0,2.0,36.0,,00000000000000000000000000000ea0,1.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6b,event_id,The Unique Identifier of this event,0.0,,varchar,0.0,0.0,3.0,36.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6c,event_name,The name of the event,0.0,,varchar,0.0,0.0,4.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6d,event_source,The PIM Service from which this event was raised,0.0,,varchar,0.0,0.0,5.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6e,service_event_time,The moment the event was raised inside PIM,0.0,,timestamp,0.0,0.0,6.0,,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b6f,requester_type,The Type of Requester which initiated the process,0.0,,varchar,0.0,0.0,7.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b70,requester_source,The source from which the Requester initiated the process,0.0,,varchar,0.0,0.0,8.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b71,trace_id,The trace Id related to the transaction,0.0,,varchar,0.0,0.0,9.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b72,requires_communication,Boolean stating if we also inform the customer of this event through ECM,0.0,,varchar,0.0,1.0,10.0,10.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b73,pin_algorithm,type of algorithm for pin,0.0,,varchar,0.0,0.0,11.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b74,reissue_reason,reason for reissuing pin letter,0.0,,varchar,0.0,0.0,12.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b80,RECORD_ID,The Unique Identifier of this record,1.0,,varchar,0.0,0.0,1.0,255.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b81,payment_instrument_id,The Unique Identifier of the Payment Instrument related to this event,0.0,,varchar,0.0,0.0,2.0,36.0,,00000000000000000000000000000ea0,1.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
00000000000000000000000000011b82,event_id,The Unique Identifier of this event,0.0,,varchar,0.0,0.0,3.0,36.0,,00000000000000000000000000000ea0,0.0,,PIM_GEO_PROFILE_EVENTS.csv,F,PIM
